chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF2_ES_2015;2015;TRF2;TRF 2ª Região;ES;0;24639;2018;7265;8214;3471;0;183;3488;110084;2932;12637;81944;5782;0;398;6391;;;;;5986;1;5985;17167;0;17167;;26187;124;19248;6815;32907;101;29201;3605;;;;;160158;0;208355;183355878;15280148;2161097;165914634;16;7;7;14;0;0;3;1;1;39;384;19;24;1;390;234;51;84;15;384;15;2;5;2;24;0;1;0;0;1;4946;1051;567;331;19;20082;2388;5876;7802;1728;94;54;2140;5481;8;5473;22634;103;15854;6677;48197;160158;78214;40395;77816;40247;33;120365979914;3929911;0,00152;46,65650;0,99239;9,92389;1222,42424;5873,24242;1294,42424;109,52821;0,84044;0,77961
TRF2_TRU_2015;2015;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;779504931747;20479935;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF2_2º Grau_2015;2015;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;110394;0;171161;395922113;53597276;4677033;337647804;0;0;0;0;0;0;0;0;0;27;0;0;0;0;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60767;110394;110394;60767;110394;60767;0;779504931747;20479935;0,00051;19,33220;0,13184;3,49122;;;;0,00000;;
TRF2_total_2015;2015;TRF2;TRF 2ª Região;total;1;133822;9634;40144;59795;9370;0;898;13981;621544;17276;76058;471809;20527;0;2783;33091;;;;;42896;22;42874;100157;12;100145;;159598;490;117232;41876;128861;733;110916;17212;;;;;960956;0;1353565;1561100685;204891802;10739749;1341562433;135;62;28;43;0;0;17;6;1;271;2627;84;141;8;4686;1175;438;906;108;2627;72;23;39;7;141;5;2;1;0;8;18006;6378;5250;931;84;131176;11205;36900;62342;5406;596;533;14194;42144;29;42115;158522;410;113731;44381;392609;960956;489147;330267;486364;329138;217;779504931747;20479935;0,00200;76,22586;1,32325;22,88093;1090,62212;4810,25346;1335,01382;61,82202;0,98732;0,72246
TRF3_MS_2015;2015;TRF3;TRF 3ª Região;MS;0;11353;1432;4103;1315;516;213;93;3681;66249;2173;9665;45435;1338;73;151;7414;;;;;6063;16;6047;12621;8;12613;;9915;0;9915;;20129;9;20120;;;;;;98999;0;124959;96219996;7827416;293942;88098638;26;2;3;0;0;0;0;0;0;31;225;8;11;1;229;178;38;0;9;225;10;0;0;1;11;1;0;0;0;1;1948;500;0;613;8;7797;1135;4395;353;529;107;27;1251;3380;4;3376;14783;6;14777;;25960;98999;53564;25607;53340;25473;28;83082554714;2651235;0,00116;36,29252;1,16927;8,63748;617,17857;3844,50000;806,42857;98,60262;1,06169;0,79024
TRF3_SP_2015;2015;TRF3;TRF 3ª Região;SP;0;294624;4633;83449;140189;10042;317;1196;54798;1884218;17411;152027;1454213;37810;136;2872;219749;;;;;68511;56;68455;265718;14;265704;;242434;26;242408;;389100;133;388967;;;;;;2539036;0;3274045;1216905441;154441646;6054540;1056409254;220;60;32;4;0;0;0;0;0;316;3351;234;113;5;3235;2409;648;196;98;3351;82;22;7;2;113;5;0;0;0;5;61415;13606;7315;3254;234;349691;10648;113626;48775;4399;954;335;170954;95932;68;95864;289386;177;289209;;735009;2539036;1084823;686234;1081815;684945;284;1939901907118;44396485;0,00063;27,40995;0,71177;7,28661;1692,77113;9895,69014;2250,27113;197,55085;1,18996;0,77260
TRF3_TRU_2015;2015;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022984461832;47047720;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF3_2º Grau_2015;2015;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;369933;0;584404;410939821;78161903;1323295;331454623;0;0;0;0;0;0;0;0;0;38;0;0;0;0;1100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214471;369933;369933;214471;369933;214471;0;2022984461832;47047720;0,00020;8,73453;0,08077;2,33805;;;;0,00000;;
TRF3_total_2015;2015;TRF3;TRF 3ª Região;total;1;305977;6065;87552;141504;10558;530;1289;58479;1950467;19584;161692;1499648;39148;209;3023;227163;;;;;74574;72;74502;278339;22;278317;;252349;26;252323;0;409229;142;409087;0;;;;;3007968;0;3983408;2133029278;240430966;7671777;1897131485;246;62;35;4;0;0;0;0;0;385;3576;243;124;6;6485;2587;686;196;107;3576;92;22;7;3;124;6;0;0;0;6;63363;14106;7315;3867;243;357488;11783;118021;49128;4928;1061;362;172205;99312;72;99240;304169;183;303986;0;975440;3007968;1508320;926312;1505088;924889;312;2022984461832;47047720;0,00105;45,33757;0,81832;13,78388;1596,24359;9352,63462;2120,69551;102,02884;1,18507;0,77325
TRF4_RS_2015;2015;TRF4;TRF 4ª Região;RS;0;94901;7612;42863;32637;4958;628;470;5733;375802;9425;59538;262953;14501;1704;919;26762;;;;;47821;23;47798;67189;12;67177;;123122;459;122663;0;219776;634;219142;0;;;;;662767;0;908527;536816746;49771173;2720602;484324971;42;40;15;62;0;1;17;4;2;137;1412;44;18;0;1386;281;276;783;72;1412;7;2;7;2;18;0;0;0;0;0;3376;3488;7982;1243;44;85625;7192;37019;30444;2252;275;374;8069;47213;44;47169;112922;478;112444;0;245760;662767;399814;215316;397191;214667;124;381992601118;11247972;0,00141;47,72565;1,21800;12,32222;1703,16129;6561,29839;1601,18548;143,25180;0,91067;0,75597
TRF4_PR_2015;2015;TRF4;TRF 4ª Região;PR;0;75182;10858;29409;27561;3615;1153;574;2012;289745;14143;44987;173633;12296;3410;1451;39825;;;;;31678;37;31641;48009;17;47992;;77001;427;76574;0;138361;745;137616;0;;;;;476115;0;652601;450197948;44497368;6850;405693731;38;27;12;59;1;0;16;3;2;116;1241;63;5;0;1183;266;190;721;64;1241;4;1;0;0;5;0;0;0;0;0;5231;2589;13746;1278;63;60118;9301;22066;21676;1494;308;560;4713;42430;62;42368;73938;457;73481;0;176486;476115;302482;154810;297621;153942;106;376962821632;11163018;0,00119;40,32941;1,03915;10,59749;1400,41509;5474,42453;1264,67925;113,31868;0,88089;0,76898
TRF4_SC_2015;2015;TRF4;TRF 4ª Região;SC;0;68806;4189;25991;19150;2160;278;356;16682;216253;6419;27516;122501;8082;916;740;50079;;;;;24787;47;24740;38665;23;38642;;75636;279;75357;0;98573;491;98082;0;;;;;353491;0;488964;308753558;22765189;566409;285421961;17;22;8;44;0;0;10;2;1;78;775;89;13;0;699;124;170;427;54;775;3;3;5;2;13;0;0;0;0;0;15519;4407;11360;1144;89;41379;3722;19538;11295;1312;194;197;5121;26678;42;26636;67416;277;67139;0;135473;353491;230990;124178;229334;123787;71;249079642281;6819190;0,00124;45,27716;1,14383;10,25048;1790,50704;6468,56338;1532,32394;155,64378;0,75321;0,76311
TRF4_TRU_2015;2015;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1008035065031;29230180;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF4_2º Grau_2015;2015;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;133646;0;260478;244311508;55962166;10446701;177902641;0;0;0;0;0;0;0;0;0;27;0;0;0;0;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126832;133646;133646;126832;133646;126832;0;1008035065031;29230180;0,00024;8,35819;0,09237;2,05952;;;;0,00000;;
TRF4_total_2015;2015;TRF4;TRF 4ª Região;total;1;238889;22659;98263;79348;10733;2059;1400;24427;881800;29987;132041;559087;34879;6030;3110;116666;;;;;104286;107;104179;153863;52;153811;;275759;1165;274594;0;456710;1870;454840;0;;;;;1625110;0;2309311;1886698721;172995896;21297015;1678810473;97;89;35;165;1;1;43;9;5;358;3428;196;36;0;5292;671;636;1931;190;3428;14;6;12;4;36;0;0;0;0;0;24126;10484;33088;3665;196;187122;20215;78623;63415;5058;777;1131;17903;116321;148;116173;254276;1212;253064;0;684201;1625110;1066023;620786;1056883;618878;301;1008035065031;29230180;0,00187;64,54626;1,22476;18,10458;1617,14950;6156,67110;1466,43854;83,40854;0,85767;0,76181
TRF5_SE_2015;2015;TRF5;TRF 5ª Região;SE;0;8085;188;3500;2985;610;22;83;697;28495;617;3715;20699;883;0;231;2350;;;;;4965;0;4965;3865;0;3865;;24296;0;18003;6293;9076;0;8790;286;;;;;41436;0;75574;87921384;7921041;3467569;76532774;4;1;3;4;0;0;0;0;0;12;165;9;39;0;195;139;14;3;9;165;30;5;1;3;39;0;0;0;0;0;3207;65;20;153;9;6988;395;2906;1365;397;102;23;1800;5290;0;5290;21860;0;14853;7007;34138;41436;20737;32773;20506;32648;9;38556530458;2242937;0,00228;39,19922;0,53501;8,69396;2809,55556;7772,49369;3205,33333;147,93846;0,89088;0,58761
TRF5_AL_2015;2015;TRF5;TRF 5ª Região;AL;0;10108;248;3887;4308;732;3;71;859;48512;777;4763;33638;1591;47;222;7474;;;;;8412;0;8412;11777;0;11777;;56551;0;43782;12769;13782;0;13517;265;;;;;74071;0;143073;116607090;7761133;7960641;100885316;8;5;3;3;0;0;0;0;0;19;266;0;28;3;297;181;63;2;20;266;19;5;0;4;28;3;0;0;0;3;64;27;0;7;0;10773;415;3792;1804;983;66;0;3713;7489;0;7489;50740;0;36184;14556;69002;74071;40433;67198;40164;67132;16;46367210608;3340932;0,00251;34,90256;0,56870;8,88973;3309,81250;8059,58657;3844,56250;207,11448;0,92280;0,52298
TRF5_PE_2015;2015;TRF5;TRF 5ª Região;PE;0;26199;766;10250;11119;1641;93;338;1992;121531;1601;13742;92928;3224;15;268;9753;;;;;19083;0;19083;25875;0;25875;;63756;0;51820;11936;23323;0;22181;1142;;;;;170729;0;292697;282044015;34546008;5397216;242100792;22;7;9;14;0;0;0;0;0;52;652;0;9;5;666;507;93;19;33;652;6;2;0;1;9;4;1;0;0;5;20;20;10;15;0;24432;1284;10661;5796;1607;268;106;4710;27657;0;27657;69879;0;53798;16081;121968;170729;77801;116172;77518;115798;43;156963667544;9345173;0,00180;30,18072;0,55644;7,12667;1758,04651;5460,67408;2193,27907;141,60811;1,04842;0,59835
TRF5_RN_2015;2015;TRF5;TRF 5ª Região;RN;0;17140;960;7042;6068;1106;52;226;1686;44926;1964;8212;28456;1926;139;590;3639;;;;;10331;0;10331;10885;0;10885;;41274;0;32320;8954;10410;0;9956;454;;;;;66221;0;135377;140832850;14744288;800949;125287613;12;4;3;4;0;0;0;0;0;23;325;7;27;1;346;173;56;77;19;325;19;4;3;1;27;1;0;0;0;1;1284;297;856;259;7;11757;987;5075;3403;487;130;49;1626;13964;0;13964;43435;0;31909;11526;69156;66221;37765;65753;37036;65574;20;57250866829;3442175;0,00246;40,91391;0,66818;10,05178;2374,80000;5687,49923;2759,60000;159,51445;0,94484;0,51480
TRF5_CE_2015;2015;TRF5;TRF 5ª Região;CE;0;25998;890;8470;11926;2362;45;146;2159;115808;2814;16023;78080;4638;120;454;13679;;;;;23479;0;23479;33666;0;33666;;96168;0;77939;18229;29810;0;28711;1099;;;;;179284;0;332741;282710961;29826958;3839984;249044020;22;12;8;6;1;0;0;0;0;49;559;13;118;4;668;313;162;55;29;559;69;43;1;5;118;1;3;0;0;4;2867;1092;560;144;13;23603;997;8253;7106;1802;248;81;5116;32194;0;32194;97660;0;77055;20605;153457;179284;101204;146351;100630;146022;41;130629848526;8904459;0,00216;31,74937;0,55029;7,50186;2477,73171;6531,31451;2957,63415;181,53144;0,99261;0,54716
TRF5_PB_2015;2015;TRF5;TRF 5ª Região;PB;0;12938;294;5695;5712;397;10;112;718;68622;1748;10640;48181;2106;8;264;5675;;;;;12715;0;12715;19189;0;19189;;48012;0;36889;11123;20798;0;19944;854;;;;;108609;0;180459;140494319;14642711;270528;125581080;12;7;3;4;0;0;0;0;0;26;302;15;22;2;311;152;73;62;15;302;16;2;1;3;22;1;1;0;0;2;3026;1272;844;387;15;14226;695;6306;3988;405;77;14;2741;12317;0;12317;45307;0;31934;13373;71850;108609;60428;67862;60156;67771;23;56141890254;3972202;0,00250;35,36938;0,65455;7,82941;2129,86957;6537,83943;2588,39130;191,42444;0,97675;0,60409
TRF5_TRU_2015;2015;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485910014219;31247878;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF5_2º Grau_2015;2015;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;42204;0;77714;257456362;22566307;15522219;219367836;0;0;0;0;0;0;0;0;0;15;0;0;0;0;417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35510;42204;42204;35510;42204;35510;0;485910014219;31247878;0,00053;8,23916;0,04800;1,33449;;;;0,00000;;
TRF5_total_2015;2015;TRF5;TRF 5ª Região;total;1;100469;3346;38844;42118;6848;225;976;8112;427894;9521;57095;301982;14368;329;2029;42570;;;;;78985;0;78985;105257;0;105257;;330057;0;260753;69304;107199;0;103099;4100;;;;;682554;0;1237635;1308066982;132008445;37259106;1138799431;80;36;29;35;1;0;0;0;0;176;2269;45;243;15;3758;1465;461;218;125;2269;159;61;6;17;243;10;5;0;0;15;10468;2773;2290;965;45;91779;4773;36993;23462;5681;891;273;19706;98911;0;98911;328881;0;245733;83148;555081;682554;380572;531619;378214;530455;152;485910014219;31247878;0,00269;41,86099;0,56324;12,02642;2315,19079;6352,75658;2767,50000;111,93720;0,97708;0,56436
TRF_total_2015;2015;TRF;TRF;total;1;1092696;88220;373372;457360;57576;1276;5606;109286;5276984;138258;645462;3813672;180616;1630;15248;482098;;;;;432822;278;432544;983579;125;983454;;1656303;3272;1369958;283073;1712264;5269;1663359;43636;;;;;9072832;0;12670280;9984800119;1058752023;121077541;8784860451;713;329;178;402;2;18;84;22;10;1659;17029;834;930;43;28403;8119;2873;5273;764;17029;467;190;233;40;930;26;8;9;0;43;158429;47605;84463;13602;834;947093;86319;348121;246527;27083;3901;1425;233717;482648;329;482319;1590567;3193;1362430;224944;3597448;9072832;5259160;3350921;5242282;3345595;1358;5995786999978;204450049;0,00167;48,83736;0,81145;13,89239;1730,30781;7171,02135;1868,67452;89,34479;0,92312;0,73941
TRF1_DF_2016;2016;TRF1;TRF 1ª Região;DF;0;37516;2865;17134;13635;1274;0;2;2606;224208;3257;55415;134688;12540;0;2;18306;;;;;12668;1;12667;44200;3;44197;;41246;6;31657;9583;41859;20;40944;895;;;;;310267;0;365753;247384456;61979877;1145944;184258635;38;10;9;4;0;0;3;1;1;56;480;7;62;1;536;368;63;24;25;480;44;12;5;1;62;1;0;0;0;1;1466;577;346;0;7;26048;3082;16122;2943;2187;0;0;1714;9280;0;9280;20158;9;17912;2237;55486;310267;175579;52543;175577;52543;48;235540044811;2977216;0,00105;83,09255;1,88095;18,00340;1386,89583;6505,68293;962,62043;86,20481;0,58665;0,85203
TRF1_GO_2016;2016;TRF1;TRF 1ª Região;GO;0;29287;4359;7024;16575;1259;0;0;70;161284;3886;15337;129333;8719;1;2;4006;;;;;13812;8;13804;29079;4;29075;;57598;159;38340;19099;54276;113;51562;2601;;;;;244639;0;321993;196368937;26698958;644163;169025817;14;8;6;13;0;0;1;0;0;40;494;8;36;2;524;226;53;193;22;494;6;5;25;0;36;0;0;2;0;2;147;0;2783;0;8;18706;4059;6124;6150;1419;0;0;954;11225;4;11221;47423;162;39432;7829;77354;244639;115306;71204;115303;71204;34;181759603534;6695855;0,00108;29,32694;0,59738;7,82574;1991,64706;8284,98257;1944,98257;126,20116;0,76111;0,76524
TRF1_MT_2016;2016;TRF1;TRF 1ª Região;MT;0;20760;3089;4742;10811;2005;0;1;112;80871;5455;11981;54544;6661;0;1;2229;;;;;7082;2;7080;18257;4;18253;;22975;12;16399;6564;30046;22;28482;1542;;;;;129174;0;163596;98702821;11450827;3223479;84028515;5;2;3;11;0;0;1;0;0;20;320;19;7;2;310;108;30;171;11;320;1;1;5;0;7;0;1;1;0;2;614;0;6189;0;19;10532;3127;4981;1316;288;0;0;820;4569;2;4567;19321;15;16142;3164;34422;129174;74630;33106;74629;33106;17;123880295558;3305531;0,00080;29,85990;0,60505;9,37822;2179,88235;8280,56106;1756,03165;96,29851;0,68258;0,78793
TRF1_MG_2016;2016;TRF1;TRF 1ª Região;MG;0;99754;11258;32888;51296;3754;0;1;557;468065;14726;71241;341616;21026;0;2;19454;;;;;41119;30;41089;149694;19;149675;;128978;98;102526;26354;239090;220;231954;6916;;;;;856849;0;1048207;612330865;84851311;12444366;515035188;46;29;18;57;0;0;9;2;0;139;1595;14;91;5;1677;751;208;559;77;1595;24;21;41;5;91;3;0;2;0;5;411;335;4197;6;14;51953;11427;22956;13749;1260;2;1;2558;32400;27;32373;107005;93;91981;14931;191358;856849;515233;177609;515231;177606;121;544810468390;20997560;0,00112;29,16200;0,66198;7,98664;1667,93388;7157,96212;1313,70592;94,78737;0,69495;0,81647
TRF1_AC_2016;2016;TRF1;TRF 1ª Região;AC;0;3458;1006;945;1365;139;0;0;3;13992;1421;2132;9168;832;0;0;439;;;;;3755;0;3755;6291;0;6291;;7273;4;5520;1749;8880;3;8479;398;;;;;29163;0;41885;37472014;6408750;308464;30754800;3;2;3;1;0;0;0;0;0;9;99;4;9;0;104;57;16;18;8;99;5;2;1;1;9;0;0;0;0;0;0;192;1242;0;4;3137;916;1671;293;164;0;0;93;2723;0;2723;6862;3;5897;962;12722;29163;19995;12429;19995;12429;6;13754239978;816687;0,00272;45,88296;1,10201;12,73438;1496,50000;5478,58104;1666,58104;96,14891;0,93183;0,69580
TRF1_AM_2016;2016;TRF1;TRF 1ª Região;AM;0;12368;2814;2805;6331;296;0;0;122;60619;4341;6920;44935;2562;0;0;1861;;;;;3562;4;3558;6527;3;6524;;8953;57;7507;1389;8717;190;8173;354;;;;;75863;0;95104;70483871;10215555;684731;59583586;3;3;3;5;0;0;1;0;0;13;187;5;22;1;205;79;28;69;11;187;9;6;5;2;22;1;0;0;0;1;265;0;1441;0;5;9549;2315;2606;3845;386;0;0;397;3528;4;3524;6164;70;5264;830;19241;75863;30928;15396;30928;15396;10;89039781991;4001667;0,00079;17,61363;0,32486;5,12287;1981,00000;8504,87308;1571,27308;76,64747;0,73696;0,81525
TRF1_AP_2016;2016;TRF1;TRF 1ª Região;AP;0;3540;456;1037;1810;108;0;1;128;16945;1075;1798;12373;916;0;1;782;;;;;0;0;0;0;0;0;;8619;4;7594;1021;10790;11;10498;281;;;;;27735;0;41511;46256128;4358154;27591;41870384;3;2;0;3;0;0;0;0;0;8;141;4;8;1;146;70;29;42;0;141;5;1;2;0;8;0;1;0;0;1;346;0;1285;0;4;4143;415;1790;1624;166;0;0;148;0;0;0;9633;1;8303;1329;13776;27735;15362;12152;15361;12152;8;14342135081;782295;0,00323;59,12875;1,02263;18,66304;1376,12500;5188,86358;1721,98858;94,35554;1,13298;0,66814
TRF1_PA_2016;2016;TRF1;TRF 1ª Região;PA;0;26731;5270;5980;14613;739;0;0;129;122974;9755;15946;88445;5061;0;1;3766;;;;;13530;5;13525;27355;4;27351;;53860;153;39311;14396;53432;299;50542;2591;;;;;203761;0;285863;154035511;19663254;4822669;129549588;5;5;6;13;0;0;1;0;0;28;405;11;19;0;413;134;53;200;18;405;4;3;12;0;19;0;0;0;0;0;206;0;3293;372;11;13548;4203;4946;3303;276;0;0;820;11039;6;11033;57515;82;47647;9786;82102;203761;115316;78799;115315;78799;22;138107514257;8272724;0,00112;18,61968;0,33846;4,99231;3003,00000;11248,59170;3230,13715;172,06542;0,88177;0,71284
TRF1_RO_2016;2016;TRF1;TRF 1ª Região;RO;0;8797;2503;2358;3666;102;149;1;18;40389;4326;6958;26443;1328;266;1;1067;;;;;3947;6;3941;9731;5;9726;;11528;17;8367;3144;18123;45;16366;1712;;;;;68243;0;90631;70748942;7441130;290613;63017200;2;2;3;5;0;0;1;0;0;11;186;7;22;1;202;48;30;98;10;186;6;4;12;0;22;1;0;0;0;1;448;346;1852;0;7;6400;2167;2432;1213;83;0;209;296;6102;7;6095;9886;13;8574;1299;22388;68243;41800;21175;41533;20966;8;39460358978;1787279;0,00179;39,58472;0,61546;11,30210;2126,62500;9349,68761;2035,68761;80,62129;0,80125;0,78227
TRF1_RR_2016;2016;TRF1;TRF 1ª Região;RR;0;3225;1037;786;1295;105;0;0;2;14118;1494;1556;9944;763;0;0;361;;;;;0;0;0;0;0;0;;3028;6;2891;131;2715;1;2668;46;;;;;16833;0;22369;25439498;4246529;0;21192969;3;1;0;0;0;0;0;0;0;4;66;1;12;0;77;54;11;0;1;66;9;3;0;0;12;0;0;0;0;0;0;206;0;0;1;2859;720;1680;356;45;0;0;58;0;0;0;2677;6;2408;263;5536;16833;6889;5180;6889;5180;4;11013237213;514229;0,00231;49,47115;0,77786;14,97387;1530,00000;5592,31769;1384,06769;71,89962;0,88538;0,75251
TRF1_TO_2016;2016;TRF1;TRF 1ª Região;TO;0;7747;1428;1940;4021;251;0;0;107;25895;2523;3124;17846;1696;0;0;706;;;;;4350;8;4342;5289;17;5272;;11999;12;7807;4180;22201;55;21623;523;;;;;53385;0;74360;47354502;4131681;36643;43186179;2;1;3;3;0;0;0;0;0;9;131;9;14;1;137;63;17;43;8;131;3;5;6;0;14;0;0;1;0;1;1723;688;898;0;9;4757;1152;2141;1125;170;0;0;169;4261;5;4256;11957;25;10052;1880;20975;53385;35539;19850;35539;19850;6;31584816193;1532902;0,00150;30,89206;0,58712;8,93730;2576,50000;10801,63148;2785,63148;121,99846;0,84644;0,74211
TRF1_BA_2016;2016;TRF1;TRF 1ª Região;BA;0;47295;5372;14202;25667;1477;0;0;577;216614;7746;35786;153900;10288;0;0;8894;;;;;21890;3;21887;57051;1;57050;;104691;41;81915;22735;118809;113;113679;5017;;;;;392474;0;526329;310262408;33398594;10627576;266236238;20;12;12;26;0;0;7;0;0;63;814;6;61;2;871;325;85;369;35;814;13;8;39;1;61;1;1;0;0;2;396;0;1662;0;6;27662;5335;10729;9725;689;0;0;1184;26944;7;26937;79249;58;65653;13538;133855;392474;238574;124130;238574;124130;51;258738970256;15276566;0,00120;20,30970;0,41240;5,70154;2523,01961;8673,21163;2096,29006;122,74488;0,70343;0,75830
TRF1_MA_2016;2016;TRF1;TRF 1ª Região;MA;0;16685;3359;4872;7278;1009;0;2;165;83451;6857;16691;50695;5309;0;0;3899;;;;;10881;6;10875;25509;7;25502;;84185;18;65893;18274;91927;188;88315;3424;;;;;200887;0;306987;124517145;12282360;59100;112175686;6;4;6;10;0;0;1;0;0;25;322;7;32;1;348;126;47;130;19;322;9;8;14;1;32;0;0;1;0;1;233;0;1936;487;7;10377;2888;4579;2019;342;0;0;549;12047;2;12045;83676;44;75252;8380;106100;200887;150192;104081;150192;104081;19;85310038137;6954036;0,00146;17,90574;0,35950;5,00429;4338,36842;14180,56296;4950,14191;270,26637;0,93241;0,65092
TRF1_PI_2016;2016;TRF1;TRF 1ª Região;PI;0;9256;1712;3331;3866;318;0;0;29;53167;3270;11719;34295;2044;0;0;1839;;;;;9193;5;9188;22772;6;22766;;44843;26;38090;6727;63940;92;59722;4126;;;;;139879;0;199819;92580990;7997298;40020;84543672;5;5;3;8;0;0;1;0;0;20;269;4;10;2;277;90;44;122;13;269;3;3;4;0;10;0;0;2;0;2;108;0;1297;0;4;7290;1777;3694;1268;200;0;0;351;3748;2;3746;48902;57;40320;8525;59940;139879;105584;58672;105584;58672;17;41416936734;3212180;0,00224;28,82186;0,62263;8,62343;2784,88235;10194,03911;3305,39205;202,85800;1,03868;0,67575
TRF1_TRU_2016;2016;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1808758441111;77126727;0,00000;0,00000;0,00000;0,00000;;;;;;
