chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF1_BA_2018;2018;TRF1;TRF 1ª Região;BA;0;48621;5740;16553;23298;2053;0;2;975;240616;6773;36694;175414;13106;0;2;8627;27895;118660;6617;153172;24866;3;24863;27379;0;27379;7874;138933;68;109885;28980;120935;85;119790;1060;10493;0;10493;171539;388930;171539;592803;409677514;44959236;7636442;357081836;19;12;12;35;0;0;3;0;0;75;762;6;65;2;823;307;84;338;33;762;13;5;46;1;65;1;0;1;0;2;561;458;1122;41;6;37495;6045;16122;12885;1282;0;0;1161;36674;5;36669;129704;71;108147;21486;203873;217391;160637;190988;160635;190988;63;286239541110;14812618;0,00143;27,65733;0,50348;5,55607;2513,34404;8432,46166;2666,47595;203,15796;0,89147;0,68378
TRF1_MA_2018;2018;TRF1;TRF 1ª Região;MA;0;16451;2628;6677;5998;925;0;0;223;88803;6170;18506;54442;5986;0;1;3698;10329;33853;2961;47143;32949;1;32948;47523;0;47523;22800;114978;19;99175;15784;53209;95;52769;345;323;0;323;70266;189535;70266;375659;163446996;15657147;429411;147360437;6;7;6;14;0;0;0;0;0;33;316;2;43;1;358;125;46;126;19;316;14;13;15;1;43;0;0;1;0;1;490;62;0;0;2;15567;3053;6077;5373;738;0;0;326;11455;5;11450;159102;46;149936;9120;186124;119269;98680;180751;98679;180751;27;98179495640;7035055;0,00166;23,23322;0,46888;5,08880;4277,05888;11734,87970;6472,50609;487,90223;1,32900;0,44844
TRF1_PI_2018;2018;TRF1;TRF 1ª Região;PI;0;10612;1864;4075;3955;671;0;0;47;61044;2527;11765;42105;2857;0;0;1790;6023;17211;1062;24296;8144;3;8141;26965;2;26963;1626;53456;9;45472;7975;45142;44;44454;644;1357;0;1357;27279;133151;27279;212261;126411705;10631481;616214;115164010;5;6;3;11;0;0;0;0;0;25;246;4;17;2;261;86;40;108;12;246;3;3;10;1;17;0;0;2;0;2;475;378;627;68;4;7988;2165;3896;1415;281;0;0;231;12355;6;12349;58767;27;49212;9528;79110;105872;80978;77695;80978;77695;22;50378417554;3264531;0,00251;38,72278;0,76539;7,99502;2549,13271;7865,85234;3036,20872;255,76628;1,04194;0,61400
TRF1_TRU_2018;2018;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025150371273;77672981;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF1_2º Grau_2018;2018;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514876;0;634644;503229203;78089165;1630241;423509798;0;0;0;0;0;0;0;0;0;26;0;0;0;0;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119768;514876;514876;119768;514876;119768;0;2025150371273;77672981;0,00025;6,47882;0,03347;0,86002;;;;0,00000;;
TRF1_total_2018;2018;TRF1;TRF 1ª Região;total;1;339428;42924;124430;143873;21806;204;11;6180;1754896;60135;267398;1257947;102874;241;20;66281;226390;816315;57513;1100218;156012;47;155965;307116;19;307097;120536;695083;592;554942;139549;622179;1043;615367;5769;120378;148;120526;1341280;3199067;1341280;4513641;3281984637;442638995;15557771;2804384492;168;99;72;188;0;0;11;2;3;537;5214;164;473;19;8074;2383;688;1897;246;5214;159;92;211;11;473;6;1;12;0;19;25011;9088;22227;3436;164;259526;45769;121765;70688;12702;2;276;8324;193584;88;193496;741696;550;644760;96386;1314574;1857787;1416155;1243886;1415894;1243608;442;2025150371273;77672981;0,00162;42,25388;0,69136;10,39486;2008,39054;7635,82233;2263,01989;124,00570;0,96782;0,70363
TRF2_RJ_2018;2018;TRF2;TRF 2ª Região;RJ;0;105573;12017;38826;24392;14470;12;771;15085;534713;15040;66246;382200;32648;11;2316;36252;10078;306208;18234;334520;38600;4;38596;52396;1;52395;33297;153460;165;112760;40535;101854;486;89209;12159;2912;663;3575;386125;688963;386125;1045937;1058829410;221076086;1863869;835889455;73;39;25;96;0;0;17;2;2;212;2184;117;125;13;2205;1315;257;515;97;2184;74;19;25;7;125;10;2;1;0;13;25340;4111;12118;1172;117;135219;8293;33264;72572;4636;765;1;15688;38476;8;38468;183279;261;139225;43793;356974;302838;226846;284402;224519;283636;189;758859046865;17159960;0,00140;61,70349;1,23543;12,84968;1073,40788;5059,34117;1687,20458;144,44354;1,22957;0,66652
TRF2_ES_2018;2018;TRF2;TRF 2ª Região;ES;0;24752;2839;7161;7162;3689;16;162;3723;117955;3363;12932;87317;6060;12;564;7707;1894;58080;2944;62918;9202;3;9199;13902;3;13899;4608;44898;58;24723;20117;30026;87;25233;4706;574;816;1390;68629;161883;68629;252769;171697695;25903846;822614;144971235;13;5;6;17;0;0;3;0;0;38;385;19;28;1;395;151;34;176;24;385;7;2;17;2;28;0;1;0;0;1;1970;401;4056;458;19;24549;2311;6550;8661;1932;148;4;4943;12896;3;12893;53441;82;31296;22063;90886;93254;64017;82225;63441;82073;32;137020054870;3972388;0,00125;43,22279;0,95460;9,94364;1411,25911;6988,59642;2411,99373;197,44304;1,11974;0,65487
TRF2_TRU_2018;2018;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895879101735;21132348;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF2_2º Grau_2018;2018;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77189;0;124556;322197457;88640458;850000;232707000;0;0;0;0;0;0;0;0;0;27;0;0;0;0;710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47367;77189;77189;47367;77189;47367;0;895879101735;21132348;0,00036;15,24665;0,12777;3,35978;;;;0,00000;;
TRF2_total_2018;2018;TRF2;TRF 2ª Região;total;1;130325;14856;45987;31554;18159;28;933;18808;652668;18403;79178;469517;38708;23;2880;43959;11972;364288;21178;397438;47802;7;47795;66298;4;66294;37905;198358;223;137483;60652;131880;573;114442;16865;3486;1479;4965;440308;928035;440308;1423262;1866078645;335620389;3536483;1522832343;86;44;31;113;0;0;20;2;2;277;2569;136;153;14;4565;1466;291;691;121;2569;81;21;42;9;153;10;3;1;0;14;27310;4512;16174;1630;136;159768;10604;39814;81233;6568;913;5;20631;51372;11;51361;236720;343;170521;65856;495227;487727;382498;413994;379595;413076;221;895879101735;21132348;0,00208;88,30437;1,31079;21,60195;1122,81461;5341,47180;1793,19637;86,85389;1,20629;0,66429
TRF3_MS_2018;2018;TRF3;TRF 3ª Região;MS;0;20835;2861;7077;6587;1176;154;215;2765;115021;9509;28745;64738;6305;287;685;4752;4214;35348;1812;41374;1036;7;1029;17427;0;17427;3269;9384;1;9383;0;17800;7;17793;0;711;0;711;45354;150248;45354;190716;122209610;12607064;0;109602546;16;4;6;3;0;0;2;0;0;26;219;13;21;0;227;116;30;55;18;219;12;2;5;2;21;0;0;0;0;0;3692;476;0;537;13;13252;1398;6734;2774;1448;128;133;637;2882;14;2868;24334;5;24329;0;40468;104894;75504;37694;74532;37433;20;106969141696;2748023;0,00114;44,47183;0,95371;8,26048;1333,06702;8387,07592;1849,90426;165,57709;1,24379;0,77943
TRF3_SP_2018;2018;TRF3;TRF 3ª Região;SP;0;247500;7751;109248;74342;15895;297;2244;37723;2191858;25426;298969;1715791;68735;156;6173;76608;71721;1219523;34444;1325688;143273;68;143205;230338;27;230311;69640;187545;74;187471;0;295310;221;295089;0;28144;0;28144;1423472;2717506;1423472;3640028;1653569394;212355210;0;1441214184;186;77;49;24;0;0;16;3;2;314;3289;157;123;4;3259;2290;597;268;134;3289;81;19;16;7;123;4;0;0;0;4;35696;15185;3632;2750;157;255136;9988;147444;63301;8799;1342;280;23982;106908;62;106846;560478;128;560350;0;922522;1294034;797766;859221;791437;857599;268;2210561949467;45538935;0,00075;36,31111;0,69057;7,15651;1473,39480;12326,58572;3044,02043;250,26511;1,87478;0,75305
TRF3_TRU_2018;2018;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2317531091163;48286958;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF3_2º Grau_2018;2018;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330293;0;465834;681868801;107079715;41013;574748073;0;0;0;0;0;0;0;0;0;43;0;0;0;0;1116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135541;330293;330293;135541;330293;135541;0;2317531091163;48286958;0,00029;14,12118;0,08905;2,31118;;;;0,00000;;
TRF3_total_2018;2018;TRF3;TRF 3ª Região;total;1;268335;10612;116325;80929;17071;451;2459;40488;2306879;34935;327714;1780529;75040;443;6858;81360;75935;1254871;36256;1367062;144309;75;144234;247765;27;247738;72909;196929;75;196854;0;313110;228;312882;0;28855;0;28855;1468826;3195111;1468826;4281185;2457647805;332041989;41013;2122577216;202;81;55;27;0;0;18;4;3;383;3508;170;144;4;6175;2406;627;323;152;3508;93;21;21;9;144;4;0;0;0;4;39388;15661;3632;3287;170;268388;11386;154178;66075;10247;1470;413;24619;109790;76;109714;584812;133;584679;0;1086074;1726285;1200627;1019999;1193326;1018116;288;2317531091163;48286958;0,00106;50,89672;0,79317;12,78813;1463,50381;12048,90970;2959,85325;138,17004;1,83380;0,75435
TRF4_RS_2018;2018;TRF4;TRF 4ª Região;RS;0;109341;3246;58297;39205;4996;184;964;2449;441214;6866;84594;300241;20060;669;3208;25576;14842;175882;20539;211263;68964;56;68908;77322;23;77299;57519;150956;343;150613;0;233541;405;233136;0;83391;0;83391;352173;752077;352173;1074697;525143179;73008930;2434943;449699306;24;30;15;98;0;0;15;1;1;150;1562;47;0;0;1515;157;215;1116;74;1562;0;0;0;0;0;0;0;0;0;0;2048;1878;12483;704;47;114743;4059;47406;51949;4678;690;101;5860;41909;56;41853;165968;374;165594;0;322620;399904;275545;270671;271668;269880;136;457293957594;11329605;0,00115;46,35141;1,32484;13,37205;1889,21262;7031,85986;2065,92429;185,28779;1,07843;0,70621
TRF4_PR_2018;2018;TRF4;TRF 4ª Região;PR;0;79727;6877;36823;28236;3030;267;2318;2176;326095;11422;54634;219283;16451;874;6892;16539;14363;138418;12224;165005;47005;63;46942;36584;23;36561;15700;100324;244;100080;0;154217;398;153819;0;55606;0;55606;236311;516896;236311;743994;500790523;65104560;203672;435482290;20;19;12;86;0;0;11;1;1;125;1317;64;75;0;1328;146;133;976;62;1317;11;6;53;5;75;0;0;0;0;0;2862;1528;18248;750;64;72390;7990;29496;23736;4089;1635;289;5155;36530;70;36460;118178;384;117794;0;227098;280585;199720;203362;191954;201438;113;440029402862;11348937;0,00114;44,12665;1,09795;11,70154;1545,46849;5914,90616;1680,16909;143,50000;1,05841;0,71594
TRF4_SC_2018;2018;TRF4;TRF 4ª Região;SC;0;53746;2707;26617;20330;1971;77;764;1280;260851;4962;33139;157171;11469;125;2217;51768;8053;97036;33927;139016;38227;41;38186;37442;18;37424;12682;87109;209;86900;0;118559;343;118216;0;53277;0;53277;204975;416852;204975;608486;341492527;36903725;1749355;302839448;6;0;9;82;0;0;9;0;1;88;851;33;49;0;867;40;0;761;50;851;2;0;43;4;49;0;0;0;0;0;364;0;11101;528;33;65107;3242;23431;30027;2633;544;77;5153;19941;34;19907;106586;313;106273;0;191634;211877;151742;161607;149400;160986;79;298227090046;7075494;0,00115;48,26413;1,23757;12,25356;1751,93433;6959,33418;2168,14091;198,03114;1,21893;0,68846
TRF4_TRU_2018;2018;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1195550450502;29754036;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF4_2º Grau_2018;2018;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165474;0;321322;284306302;82103334;9405746;192797222;0;0;0;0;0;0;0;0;0;27;0;0;0;0;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155848;165474;165474;155848;165474;155848;0;1195550450502;29754036;0,00024;9,55522;0,09074;1,95940;;;;0,00000;;
TRF4_total_2018;2018;TRF4;TRF 4ª Região;total;1;242814;12830;121737;87771;9997;528;4046;5905;1028160;23250;172367;676695;47980;1668;12317;93883;37258;411336;66690;515284;154196;160;154036;151348;64;151284;85901;338389;796;337593;0;506317;1146;505171;0;192274;0;192274;793459;1851299;793459;2748499;2143756121;257120549;22150187;1846272070;50;49;36;266;0;0;34;2;2;390;3730;144;124;0;5319;343;348;2853;186;3730;13;6;96;9;124;0;0;0;0;0;5274;3406;41832;1982;144;252240;15291;100333;105712;11400;2869;467;16168;98380;160;98220;390732;1071;389661;0;897200;1057840;792481;791488;778496;788152;328;1195550450502;29754036;0,00179;72,04925;1,31075;17,87657;1737,42898;6628,70844;1957,37026;120,88212;1,10628;0,70471
TRF5_SE_2018;2018;TRF5;TRF 5ª Região;SE;0;15281;151;7309;4562;1616;17;92;1534;33575;609;5330;23338;1697;24;304;2273;318;13159;574;14051;6536;0;6536;5126;0;5126;2820;35663;0;24150;11513;16091;0;13534;2557;28;8;36;16907;54792;16907;95284;97606492;13843227;1846356;81916909;6;1;3;5;0;0;0;0;0;15;176;10;20;0;186;148;16;3;9;176;16;2;0;2;20;0;0;0;0;0;3033;19;91;431;10;10003;300;3784;3438;737;66;2;1676;7412;0;7412;23077;0;21448;1629;40492;37885;27706;37054;27378;36986;12;42017981279;2278308;0,00232;42,84166;0,65838;8,16395;3149,00000;6895,50000;2756,66667;177,84946;0,64934;0,60022
TRF5_AL_2018;2018;TRF5;TRF 5ª Região;AL;0;24143;410;10960;7602;1644;8;84;3435;66025;1931;7389;44928;2200;32;259;9286;375;12518;1348;14241;12262;0;12262;14546;0;14546;11476;89468;0;63517;25951;28844;0;26777;2067;37;1;38;25755;109415;25755;198311;129076281;11821739;1251906;116002636;9;8;3;3;0;0;0;0;0;23;266;13;34;3;290;178;63;4;21;266;24;7;0;3;34;2;1;0;0;3;3095;964;481;213;13;10608;396;6063;1351;634;59;12;2093;17681;0;17681;60607;0;53633;6974;88896;83660;51250;87545;50959;87474;20;54413046658;3322820;0,00237;38,84540;0,69218;8,72753;4206,65000;8304,20000;3560,75000;245,56897;0,62683;0,57121
TRF5_PE_2018;2018;TRF5;TRF 5ª Região;PE;0;52789;1052;21371;19760;5816;40;190;4560;159761;3437;25104;109038;7348;96;643;14095;1392;81625;3196;86213;18360;0;18360;15639;0;15639;5858;92155;0;68621;23534;46646;0;41020;5626;141;8;149;92220;222046;92220;348669;330604663;42067047;4868363;283669253;24;11;9;16;0;0;0;0;0;60;721;28;187;4;884;564;87;33;37;721;82;10;92;3;187;3;1;0;0;4;9100;393;0;836;28;30291;945;13895;10127;1820;202;34;3268;35197;0;35197;61135;0;55274;5861;126623;129826;102413;116496;101674;116260;51;186351975251;9496294;0,00177;34,81407;0,63183;9,30889;2286,66667;5839,86275;1792,66667;103,42308;0,63077;0,69303
TRF5_RN_2018;2018;TRF5;TRF 5ª Região;RN;0;29004;815;11887;9552;2325;150;239;4036;63919;1687;10695;39138;3452;199;554;8194;1066;18174;1889;21129;9614;0;9614;8834;0;8834;4536;68392;0;49205;19187;24000;0;21326;2674;27;4;31;25696;96753;25696;169530;162579842;20599624;2948578;139031641;12;6;3;6;0;0;0;0;0;27;309;13;2;1;299;170;55;66;18;309;2;0;0;0;2;1;0;0;0;1;2270;506;1677;166;13;15450;935;6999;2836;1522;195;134;2829;11806;0;11806;45521;0;40172;5349;72777;71057;50093;69941;49340;69612;24;66969562004;3479010;0,00243;46,73164;0,77608;8,59440;3074,33333;6203,75000;2540,45833;203,91639;0,62601;0,59050
TRF5_CE_2018;2018;TRF5;TRF 5ª Região;CE;0;45602;1065;18452;15497;5989;32;147;4420;140858;4103;23494;93717;6385;181;823;12155;1327;34821;1688;37836;28307;0;28307;22431;0;22431;10494;145417;0;106426;38991;57032;0;51242;5790;297;8;305;48635;220321;48635;392531;325016919;41320526;224280;283472113;27;16;9;7;0;0;0;0;0;59;584;31;117;9;679;304;157;87;36;584;64;39;11;3;117;5;3;1;0;9;8788;1049;588;728;31;30025;1237;13233;8269;3282;186;26;3792;38961;0;38961;103224;0;94221;9003;172210;171686;112790;163941;111786;163729;50;155903824752;9075649;0,00208;35,81198;0,65009;7,48156;2948,58000;6622,78000;2664,98000;196,24300;0,69757;0,59760
TRF5_PB_2018;2018;TRF5;TRF 5ª Região;PB;0;31063;500;10206;14057;3854;21;116;2309;85864;1667;11078;59654;4557;27;351;8530;835;23744;1551;26130;13127;0;13127;22117;0;22117;11913;83469;0;58656;24813;35235;0;32905;2330;1315;181;1496;39539;143216;39539;228138;169282412;19311986;40000;149930426;14;8;3;3;0;0;0;0;0;28;512;13;46;2;547;382;72;43;15;512;36;3;4;3;46;2;0;0;0;2;2736;1091;914;139;13;14569;810;6910;3637;736;91;16;2369;14077;0;14077;56276;0;46299;9977;84922;103677;67767;81285;67389;81178;25;64373595373;3996496;0,00263;42,35771;0,70061;13,68699;3490,92000;7677,76000;2833,80000;129,51554;0,61856;0,63091
TRF5_TRU_2018;2018;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;#VALOR!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570029985317;31648577;;;0,00000;0,00000;;;;;;
TRF5_2º Grau_2018;2018;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65481;0;92525;265837956;35566991;3430998;226839968;0;0;0;0;0;0;0;0;0;15;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27044;65481;65481;27044;65481;27044;0;570029985317;31648577;0,00047;8,39968;0,04740;1,25756;;;;0,00000;;
TRF5_total_2018;2018;TRF5;TRF 5ª Região;total;1;197882;3993;80185;71030;21244;268;868;20294;550002;13434;83090;369813;25639;559;2934;54533;5313;184041;10246;199600;88206;0;88206;88693;0;88693;47097;514564;0;370575;143989;207848;0;186804;21044;1845;210;2055;248752;912024;248752;1524988;1480004566;184531140;14610480;1276634385;92;50;30;40;0;0;12;3;2;210;2568;108;406;19;4277;1746;450;236;136;2568;224;61;107;14;406;13;5;1;0;19;29022;4022;3751;2513;108;110946;4623;50884;29658;8731;799;224;16027;125134;0;125134;349840;0;311047;38793;612964;663272;477500;583306;474007;582283;167;570029985317;31648577;0,00260;46,76370;0,66354;13,51404;3275,61078;7297,22156;2759,19760;107,73580;0,64677;0,62188
TRF_total_2018;2018;TRF;TRF;total;1;1173423;83992;481671;416261;88410;1479;8321;93289;6242613;150539;924718;4509410;290103;2934;25009;339900;354385;2998105;0;3352490;594753;278;594475;880759;116;880643;373121;1961672;1694;1615788;344190;1808851;2987;1762186;43678;348611;2865;351476;4077087;10085536;4077087;14491575;11229471774;1551953061;55895933;9572700505;598;323;224;634;0;0;95;14;11;1797;17589;722;1300;56;28410;8344;2404;6000;841;17589;570;201;477;52;1300;33;9;14;0;56;126005;36689;87616;12848;722;1052811;88168;467858;353370;49773;6100;1386;86156;602317;344;601973;2265343;2100;2062208;201035;4406039;6008449;4497144;4052669;4469201;4045183;1446;7004140999990;208494900;0,00160;53,85970;0,86189;13,62623;1858,79391;7862,80636;2294,71231;116,79528;1,05839;0,70816
TRF1_DF_2019;2019;TRF1;TRF 1ª Região;DF;0;46347;2940;31574;6415;1657;15;14;3732;239549;2704;64016;134756;14212;2;2;23857;5047;93092;16113;114252;8523;1;8522;27720;0;27720;11750;80894;49;32156;48689;67269;58;37270;29941;6651;13;6664;132666;334538;132666;475610;349315904;82977674;2541788;263796442;32;10;9;10;0;0;4;0;0;57;434;5;61;3;493;327;64;22;21;434;43;10;5;3;61;2;1;0;0;3;1007;87;505;350;5;66405;3106;40911;12061;2842;85;2;7398;18820;2;18818;55847;55;55689;103;141072;201872;160208;129011;160204;128924;48;273613711477;3015268;0,00128;115,84904;1,89038;16,35012;1558,14583;8938,95833;2546,91667;247,97566;0,96079;0,71508
TRF1_GO_2019;2019;TRF1;TRF 1ª Região;GO;0;32222;3265;14252;12352;1388;3;34;928;172222;2974;18745;134759;11036;0;4;4704;1893;90892;6163;98948;11194;3;11191;17418;0;17418;5894;143010;91;59792;83127;79402;99;50396;28907;12065;976;13041;117883;269042;117883;427596;268691018;37626519;375405;230689094;14;6;6;19;0;0;2;0;0;43;449;4;39;2;486;200;49;177;23;449;8;5;26;0;39;0;0;2;0;2;132;0;1346;98;4;51177;5809;19915;20765;1918;253;1;2516;15331;3;15328;92046;135;91346;565;158554;151159;107292;137789;107288;137535;37;208672491707;7018354;0,00129;38,28405;0,61268;6,92470;2463,24324;10671,54054;3870,89189;294,69753;0,81733;0,63727
TRF1_MT_2019;2019;TRF1;TRF 1ª Região;MT;0;21558;2597;8600;8535;402;0;34;1390;100054;4160;13257;73489;6900;0;1;2247;2667;41696;2561;46924;6097;3;6094;13683;4;13679;3485;65902;72;22308;43522;42740;87;25558;17095;5907;205;6112;56521;156477;56521;233202;163396532;17183938;4881717;141330877;6;4;3;15;0;0;0;0;0;28;318;7;14;3;328;121;39;148;10;318;1;2;11;0;14;0;1;2;0;3;259;59;2277;0;7;24501;4950;12815;2643;1794;594;0;1705;10200;6;10194;42024;117;41671;236;76725;99956;68163;74082;68162;73488;25;142122027964;3474799;0,00115;47,02330;0,80580;9,43939;1700,56000;8372,76000;2661,00000;202,82012;0,76063;0,68218
TRF1_MG_2019;2019;TRF1;TRF 1ª Região;MG;0;93083;10449;45311;26659;4262;193;190;6019;517075;10920;62314;391713;30943;1;7;21177;13524;287652;33239;334415;34945;9;34936;66975;4;66971;31914;337000;245;122804;213951;238559;255;162293;76011;58571;3699;62270;428599;822609;428599;1368744;840189537;121208387;1949005;717032145;47;29;18;70;0;0;7;0;0;157;1428;10;99;7;1524;662;184;517;65;1428;29;17;51;2;99;2;4;1;0;7;288;0;2704;580;10;155526;20955;78644;38766;4569;1319;3;11270;61252;23;61229;329357;607;327603;1147;546135;394010;289949;507369;289941;506047;139;651872684364;21168791;0,00129;39,69001;0,74166;7,19928;1508,84892;8924,58273;3488,36691;318,16470;1,12742;0,60913
TRF1_AC_2019;2019;TRF1;TRF 1ª Região;AC;0;4167;783;1443;1559;272;0;3;107;16776;1131;1991;11768;1463;0;0;423;443;6682;808;7933;0;0;0;15;0;15;0;30984;35;9759;21190;26492;32;8072;18388;3430;422;3852;11785;43283;11785;63639;57750920;9241385;56466;48453069;4;2;0;2;0;0;0;1;0;7;94;2;10;0;102;61;18;15;0;94;6;1;3;0;10;0;0;0;0;0;361;61;463;14;2;4733;1261;1864;993;177;233;0;205;2;0;2;15621;44;15559;18;20356;31498;26412;19363;26412;19130;7;15630016943;881935;0,00369;65,48206;0,79371;11,56548;1978,71429;9088,85714;2907,71429;199,54902;0,57904;0,68008
TRF1_AM_2019;2019;TRF1;TRF 1ª Região;AM;0;13623;2107;5990;4255;452;0;13;806;68161;3590;10702;47684;3374;1;0;2810;1567;38866;3423;43856;3792;2;3790;3483;0;3483;1807;52477;69;16842;35566;26201;125;11531;14545;4289;1023;5312;50975;97845;50975;143453;102030389;13327447;0;88702942;6;4;3;6;0;0;0;0;0;19;181;4;32;0;209;71;27;72;11;181;12;9;9;2;32;0;0;0;0;0;232;0;1158;8;4;12327;3316;5565;2286;437;290;0;433;7716;5;7711;25565;209;25202;154;45608;46870;38052;43322;38051;43032;16;108181090998;4057540;0,00094;25,14587;0,46826;5,15090;1857,18750;8265,87500;2368,25000;181,30144;0,57325;0,71349
